Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-30 09:15:00+05:30,2316.0,2334.60009765625,2316.0,2333.300048828125,0,0.0,0.0
2025-04-30 09:20:00+05:30,2334.199951171875,2343.60009765625,2333.39990234375,2341.800048828125,48809,0.0,0.0
2025-04-30 09:25:00+05:30,2341.39990234375,2344.5,2340.0,2342.0,27054,0.0,0.0
2025-04-30 09:30:00+05:30,2343.300048828125,2346.60009765625,2335.0,2336.300048828125,31081,0.0,0.0
2025-04-30 09:35:00+05:30,2338.5,2340.0,2334.10009765625,2335.0,19140,0.0,0.0
2025-04-30 09:40:00+05:30,2334.0,2341.39990234375,2334.0,2338.699951171875,14853,0.0,0.0
2025-04-30 09:45:00+05:30,2338.0,2339.89990234375,2336.10009765625,2336.89990234375,9415,0.0,0.0
2025-04-30 09:50:00+05:30,2336.699951171875,2337.0,2335.0,2336.0,3843,0.0,0.0
2025-04-30 09:55:00+05:30,2336.60009765625,2338.199951171875,2333.39990234375,2334.800048828125,11019,0.0,0.0
2025-04-30 10:00:00+05:30,2334.60009765625,2335.300048828125,2332.5,2333.60009765625,10080,0.0,0.0
2025-04-30 10:05:00+05:30,2333.60009765625,2336.800048828125,2333.5,2336.199951171875,8123,0.0,0.0
2025-04-30 10:10:00+05:30,2336.199951171875,2336.800048828125,2336.10009765625,2336.39990234375,7591,0.0,0.0
2025-04-30 10:15:00+05:30,2336.300048828125,2337.5,2335.0,2336.5,11467,0.0,0.0
2025-04-30 10:20:00+05:30,2336.5,2337.0,2335.0,2336.5,7731,0.0,0.0
2025-04-30 10:25:00+05:30,2336.60009765625,2337.39990234375,2335.5,2336.5,8407,0.0,0.0
2025-04-30 10:30:00+05:30,2336.300048828125,2336.800048828125,2331.0,2332.699951171875,11228,0.0,0.0
2025-04-30 10:35:00+05:30,2332.5,2334.39990234375,2332.0,2334.10009765625,11843,0.0,0.0
2025-04-30 10:40:00+05:30,2333.89990234375,2335.0,2333.5,2334.5,27864,0.0,0.0
2025-04-30 10:45:00+05:30,2332.699951171875,2334.5,2325.10009765625,2332.5,131957,0.0,0.0
2025-04-30 10:50:00+05:30,2331.60009765625,2333.5,2331.0,2333.0,9562,0.0,0.0
2025-04-30 10:55:00+05:30,2333.800048828125,2338.300048828125,2333.0,2337.800048828125,40280,0.0,0.0
2025-04-30 11:00:00+05:30,2337.10009765625,2338.699951171875,2336.300048828125,2338.0,16952,0.0,0.0
2025-04-30 11:05:00+05:30,2338.10009765625,2342.699951171875,2338.0,2340.800048828125,28202,0.0,0.0
2025-04-30 11:10:00+05:30,2341.300048828125,2342.800048828125,2340.10009765625,2341.300048828125,29568,0.0,0.0
2025-04-30 11:15:00+05:30,2341.0,2346.0,2340.5,2345.199951171875,28736,0.0,0.0
2025-04-30 11:20:00+05:30,2345.0,2345.89990234375,2341.89990234375,2344.39990234375,32287,0.0,0.0
2025-04-30 11:25:00+05:30,2344.39990234375,2346.5,2344.39990234375,2345.5,13924,0.0,0.0
2025-04-30 11:30:00+05:30,2345.5,2345.89990234375,2345.0,2345.699951171875,11970,0.0,0.0
2025-04-30 11:35:00+05:30,2345.10009765625,2345.89990234375,2345.0,2345.5,13679,0.0,0.0
2025-04-30 11:40:00+05:30,2345.300048828125,2346.0,2345.0,2345.10009765625,12771,0.0,0.0
2025-04-30 11:45:00+05:30,2345.800048828125,2347.89990234375,2345.0,2347.0,22623,0.0,0.0
2025-04-30 11:50:00+05:30,2347.0,2347.800048828125,2345.89990234375,2346.89990234375,9627,0.0,0.0
2025-04-30 11:55:00+05:30,2346.39990234375,2349.89990234375,2346.39990234375,2349.10009765625,23719,0.0,0.0
2025-04-30 12:00:00+05:30,2349.10009765625,2349.39990234375,2346.800048828125,2346.800048828125,15983,0.0,0.0
2025-04-30 12:05:00+05:30,2347.89990234375,2348.5,2346.5,2346.699951171875,14668,0.0,0.0
2025-04-30 12:10:00+05:30,2346.800048828125,2348.199951171875,2345.10009765625,2346.10009765625,27664,0.0,0.0
2025-04-30 12:15:00+05:30,2346.89990234375,2350.0,2346.10009765625,2346.89990234375,61479,0.0,0.0
2025-04-30 12:20:00+05:30,2347.0,2348.199951171875,2345.39990234375,2347.800048828125,66076,0.0,0.0
2025-04-30 12:25:00+05:30,2347.800048828125,2348.0,2346.5,2347.5,16602,0.0,0.0
2025-04-30 12:30:00+05:30,2347.5,2348.0,2346.39990234375,2347.0,14255,0.0,0.0
2025-04-30 12:35:00+05:30,2347.0,2352.5,2346.800048828125,2351.89990234375,43290,0.0,0.0
2025-04-30 12:40:00+05:30,2351.89990234375,2351.89990234375,2350.0,2350.0,21163,0.0,0.0
2025-04-30 12:45:00+05:30,2350.0,2350.800048828125,2350.0,2350.5,11935,0.0,0.0
2025-04-30 12:50:00+05:30,2350.5,2351.60009765625,2347.5,2351.10009765625,33464,0.0,0.0
2025-04-30 12:55:00+05:30,2350.199951171875,2350.800048828125,2348.89990234375,2348.89990234375,12137,0.0,0.0
2025-04-30 13:00:00+05:30,2349.39990234375,2349.39990234375,2346.5,2347.199951171875,10946,0.0,0.0
2025-04-30 13:05:00+05:30,2347.300048828125,2347.300048828125,2345.0,2345.89990234375,9746,0.0,0.0
2025-04-30 13:10:00+05:30,2346.60009765625,2346.89990234375,2345.0,2345.0,8169,0.0,0.0
2025-04-30 13:15:00+05:30,2345.10009765625,2346.800048828125,2345.0,2346.5,8512,0.0,0.0
2025-04-30 13:20:00+05:30,2345.699951171875,2347.39990234375,2345.699951171875,2345.89990234375,9328,0.0,0.0
2025-04-30 13:25:00+05:30,2346.300048828125,2347.0,2345.60009765625,2346.39990234375,8980,0.0,0.0
2025-04-30 13:30:00+05:30,2346.39990234375,2347.5,2345.89990234375,2346.39990234375,8733,0.0,0.0
2025-04-30 13:35:00+05:30,2346.60009765625,2347.800048828125,2344.800048828125,2344.800048828125,14728,0.0,0.0
2025-04-30 13:40:00+05:30,2344.800048828125,2346.0,2344.800048828125,2345.0,13728,0.0,0.0
