Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-30 09:15:00+05:30,1430.0,1432.9000244140625,1425.5,1430.5,0,0.0,0.0
2025-04-30 09:20:00+05:30,1431.0999755859375,1431.0999755859375,1424.0999755859375,1425.0,111279,0.0,0.0
2025-04-30 09:25:00+05:30,1424.9000244140625,1428.0,1424.800048828125,1427.5,62488,0.0,0.0
2025-04-30 09:30:00+05:30,1427.4000244140625,1429.699951171875,1427.0999755859375,1428.199951171875,72880,0.0,0.0
2025-04-30 09:35:00+05:30,1426.800048828125,1432.199951171875,1425.800048828125,1431.699951171875,178135,0.0,0.0
2025-04-30 09:40:00+05:30,1432.5,1432.800048828125,1429.0,1430.5,108821,0.0,0.0
2025-04-30 09:45:00+05:30,1430.5,1433.300048828125,1430.4000244140625,1432.300048828125,93142,0.0,0.0
2025-04-30 09:50:00+05:30,1432.5999755859375,1432.800048828125,1430.0999755859375,1432.0999755859375,37942,0.0,0.0
2025-04-30 09:55:00+05:30,1432.0999755859375,1432.0999755859375,1430.5,1431.5999755859375,39740,0.0,0.0
2025-04-30 10:00:00+05:30,1431.9000244140625,1431.9000244140625,1430.5999755859375,1430.699951171875,46050,0.0,0.0
2025-04-30 10:05:00+05:30,1430.5999755859375,1431.699951171875,1430.5,1431.4000244140625,162577,0.0,0.0
2025-04-30 10:10:00+05:30,1431.699951171875,1431.699951171875,1428.5999755859375,1429.5999755859375,54127,0.0,0.0
2025-04-30 10:15:00+05:30,1429.800048828125,1431.0,1428.5,1428.699951171875,42416,0.0,0.0
2025-04-30 10:20:00+05:30,1428.5999755859375,1429.699951171875,1427.800048828125,1428.9000244140625,49214,0.0,0.0
2025-04-30 10:25:00+05:30,1429.0,1429.699951171875,1428.5,1429.0,27839,0.0,0.0
2025-04-30 10:30:00+05:30,1428.699951171875,1429.4000244140625,1428.199951171875,1428.699951171875,41005,0.0,0.0
2025-04-30 10:35:00+05:30,1428.699951171875,1429.5,1428.300048828125,1428.9000244140625,39751,0.0,0.0
2025-04-30 10:40:00+05:30,1428.800048828125,1429.0,1428.300048828125,1428.699951171875,38231,0.0,0.0
2025-04-30 10:45:00+05:30,1428.9000244140625,1429.0,1427.5999755859375,1427.5999755859375,45154,0.0,0.0
2025-04-30 10:50:00+05:30,1427.699951171875,1429.0,1427.5999755859375,1428.800048828125,44164,0.0,0.0
2025-04-30 10:55:00+05:30,1428.699951171875,1430.0,1428.4000244140625,1429.9000244140625,75444,0.0,0.0
2025-04-30 11:00:00+05:30,1429.800048828125,1431.0,1429.0999755859375,1429.699951171875,69034,0.0,0.0
2025-04-30 11:05:00+05:30,1429.699951171875,1429.699951171875,1428.5999755859375,1429.0999755859375,29213,0.0,0.0
2025-04-30 11:10:00+05:30,1429.0999755859375,1429.4000244140625,1428.699951171875,1429.300048828125,36861,0.0,0.0
2025-04-30 11:15:00+05:30,1429.199951171875,1432.0,1429.199951171875,1431.0,89646,0.0,0.0
2025-04-30 11:20:00+05:30,1431.0,1431.0,1429.0,1429.9000244140625,81150,0.0,0.0
2025-04-30 11:25:00+05:30,1429.9000244140625,1430.0,1429.199951171875,1429.9000244140625,31928,0.0,0.0
2025-04-30 11:30:00+05:30,1429.9000244140625,1430.0,1429.199951171875,1429.4000244140625,52990,0.0,0.0
2025-04-30 11:35:00+05:30,1429.4000244140625,1430.0,1429.300048828125,1429.9000244140625,29577,0.0,0.0
2025-04-30 11:40:00+05:30,1429.9000244140625,1431.699951171875,1429.9000244140625,1431.5,129243,0.0,0.0
2025-04-30 11:45:00+05:30,1431.5,1431.5999755859375,1430.5999755859375,1430.9000244140625,39369,0.0,0.0
2025-04-30 11:50:00+05:30,1430.5999755859375,1431.0,1429.699951171875,1429.9000244140625,32403,0.0,0.0
2025-04-30 11:55:00+05:30,1429.9000244140625,1430.5999755859375,1429.300048828125,1429.5,37834,0.0,0.0
2025-04-30 12:00:00+05:30,1429.5999755859375,1430.0,1429.4000244140625,1429.5999755859375,26712,0.0,0.0
2025-04-30 12:05:00+05:30,1429.5,1430.0999755859375,1429.300048828125,1430.0999755859375,49257,0.0,0.0
2025-04-30 12:10:00+05:30,1430.0999755859375,1430.5999755859375,1429.800048828125,1430.4000244140625,28006,0.0,0.0
2025-04-30 12:15:00+05:30,1430.5999755859375,1430.5999755859375,1429.5999755859375,1429.9000244140625,37698,0.0,0.0
2025-04-30 12:20:00+05:30,1429.9000244140625,1431.800048828125,1429.9000244140625,1431.300048828125,117683,0.0,0.0
2025-04-30 12:25:00+05:30,1431.300048828125,1433.5,1431.300048828125,1432.5,98016,0.0,0.0
2025-04-30 12:30:00+05:30,1432.5,1433.5999755859375,1432.0,1432.5,88108,0.0,0.0
2025-04-30 12:35:00+05:30,1432.5,1432.5999755859375,1430.9000244140625,1431.5999755859375,70450,0.0,0.0
2025-04-30 12:40:00+05:30,1431.699951171875,1432.0,1430.800048828125,1430.9000244140625,56322,0.0,0.0
2025-04-30 12:45:00+05:30,1430.9000244140625,1431.300048828125,1429.800048828125,1429.800048828125,70433,0.0,0.0
2025-04-30 12:50:00+05:30,1430.0999755859375,1431.5,1430.0,1431.0999755859375,73790,0.0,0.0
2025-04-30 12:55:00+05:30,1431.0999755859375,1432.0,1429.800048828125,1429.9000244140625,84435,0.0,0.0
2025-04-30 13:00:00+05:30,1429.9000244140625,1430.5999755859375,1428.9000244140625,1429.300048828125,162728,0.0,0.0
2025-04-30 13:05:00+05:30,1429.300048828125,1429.5,1428.699951171875,1428.699951171875,91035,0.0,0.0
