Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-30 09:15:00+05:30,1835.5,1844.4000244140625,1832.300048828125,1842.0,0,0.0,0.0
2025-04-30 09:20:00+05:30,1842.9000244140625,1843.699951171875,1830.300048828125,1830.300048828125,183391,0.0,0.0
2025-04-30 09:25:00+05:30,1830.300048828125,1837.0,1827.0999755859375,1836.5999755859375,112380,0.0,0.0
2025-04-30 09:30:00+05:30,1836.800048828125,1838.0,1835.0,1836.800048828125,41442,0.0,0.0
2025-04-30 09:35:00+05:30,1833.4000244140625,1836.0,1833.4000244140625,1836.0,46146,0.0,0.0
2025-04-30 09:40:00+05:30,1835.800048828125,1836.9000244140625,1832.0999755859375,1835.0,74723,0.0,0.0
2025-04-30 09:45:00+05:30,1834.199951171875,1834.199951171875,1831.199951171875,1832.699951171875,36353,0.0,0.0
2025-04-30 09:50:00+05:30,1832.699951171875,1835.5,1832.699951171875,1834.5999755859375,51989,0.0,0.0
2025-04-30 09:55:00+05:30,1834.5999755859375,1838.0,1834.199951171875,1838.0,99606,0.0,0.0
2025-04-30 10:00:00+05:30,1838.0,1838.5,1834.5999755859375,1835.5999755859375,62998,0.0,0.0
2025-04-30 10:05:00+05:30,1835.4000244140625,1836.5,1835.0999755859375,1835.9000244140625,13926,0.0,0.0
2025-04-30 10:10:00+05:30,1836.0,1836.0,1832.9000244140625,1832.9000244140625,16116,0.0,0.0
2025-04-30 10:15:00+05:30,1832.300048828125,1833.699951171875,1831.699951171875,1833.699951171875,17340,0.0,0.0
2025-04-30 10:20:00+05:30,1833.9000244140625,1834.0,1830.9000244140625,1831.9000244140625,27557,0.0,0.0
2025-04-30 10:25:00+05:30,1831.9000244140625,1832.5999755859375,1831.199951171875,1832.0,67532,0.0,0.0
2025-04-30 10:30:00+05:30,1831.0,1831.800048828125,1828.699951171875,1831.0,24836,0.0,0.0
2025-04-30 10:35:00+05:30,1830.5,1832.300048828125,1830.0999755859375,1832.199951171875,31591,0.0,0.0
2025-04-30 10:40:00+05:30,1831.9000244140625,1833.5999755859375,1831.5999755859375,1832.800048828125,60539,0.0,0.0
2025-04-30 10:45:00+05:30,1832.0,1836.0,1832.0,1835.0,55571,0.0,0.0
