Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-30 09:15:00+05:30,3324.0,3345.0,3319.300048828125,3327.10009765625,0,0.0,0.0
2025-04-30 09:20:00+05:30,3328.300048828125,3340.39990234375,3325.199951171875,3334.199951171875,21953,0.0,0.0
2025-04-30 09:25:00+05:30,3332.300048828125,3336.300048828125,3329.89990234375,3336.300048828125,19358,0.0,0.0
2025-04-30 09:30:00+05:30,3335.800048828125,3347.39990234375,3335.300048828125,3346.89990234375,19717,0.0,0.0
2025-04-30 09:35:00+05:30,3347.0,3354.39990234375,3343.89990234375,3354.39990234375,31164,0.0,0.0
2025-04-30 09:40:00+05:30,3354.39990234375,3354.39990234375,3342.0,3344.699951171875,16805,0.0,0.0
2025-04-30 09:45:00+05:30,3346.10009765625,3349.60009765625,3345.0,3349.0,10752,0.0,0.0
2025-04-30 09:50:00+05:30,3348.5,3352.699951171875,3347.800048828125,3351.199951171875,17937,0.0,0.0
2025-04-30 09:55:00+05:30,3352.5,3352.5,3342.199951171875,3342.60009765625,13491,0.0,0.0
2025-04-30 10:00:00+05:30,3343.39990234375,3345.0,3338.0,3345.0,10353,0.0,0.0
2025-04-30 10:05:00+05:30,3344.89990234375,3345.0,3338.0,3342.800048828125,9562,0.0,0.0
2025-04-30 10:10:00+05:30,3343.699951171875,3353.699951171875,3341.0,3345.89990234375,29084,0.0,0.0
2025-04-30 10:15:00+05:30,3345.300048828125,3350.0,3345.300048828125,3349.800048828125,6767,0.0,0.0
2025-04-30 10:20:00+05:30,3349.800048828125,3353.89990234375,3348.300048828125,3353.89990234375,11816,0.0,0.0
2025-04-30 10:25:00+05:30,3353.89990234375,3354.0,3350.0,3350.0,18113,0.0,0.0
2025-04-30 10:30:00+05:30,3350.800048828125,3350.800048828125,3342.300048828125,3343.800048828125,15425,0.0,0.0
2025-04-30 10:35:00+05:30,3344.199951171875,3344.39990234375,3340.0,3341.0,18420,0.0,0.0
2025-04-30 10:40:00+05:30,3341.0,3346.0,3341.0,3345.0,15659,0.0,0.0
2025-04-30 10:45:00+05:30,3345.0,3347.800048828125,3345.0,3347.800048828125,6022,0.0,0.0
2025-04-30 10:50:00+05:30,3347.800048828125,3348.10009765625,3343.800048828125,3347.10009765625,7612,0.0,0.0
2025-04-30 10:55:00+05:30,3346.10009765625,3348.10009765625,3346.0,3347.199951171875,2936,0.0,0.0
2025-04-30 11:00:00+05:30,3349.10009765625,3352.89990234375,3347.89990234375,3351.800048828125,12708,0.0,0.0
2025-04-30 11:05:00+05:30,3351.199951171875,3351.199951171875,3350.0,3350.39990234375,11034,0.0,0.0
2025-04-30 11:10:00+05:30,3350.39990234375,3350.89990234375,3349.89990234375,3350.0,21626,0.0,0.0
2025-04-30 11:15:00+05:30,3350.199951171875,3355.0,3350.0,3355.0,14382,0.0,0.0
2025-04-30 11:20:00+05:30,3354.199951171875,3355.0,3350.0,3350.39990234375,11153,0.0,0.0
2025-04-30 11:25:00+05:30,3350.60009765625,3353.300048828125,3350.0,3350.0,9786,0.0,0.0
2025-04-30 11:30:00+05:30,3350.10009765625,3351.0,3344.0,3344.0,10351,0.0,0.0
2025-04-30 11:35:00+05:30,3344.699951171875,3344.89990234375,3338.0,3343.89990234375,15607,0.0,0.0
2025-04-30 11:40:00+05:30,3344.0,3345.0,3342.10009765625,3343.0,6737,0.0,0.0
2025-04-30 11:45:00+05:30,3343.0,3344.800048828125,3340.10009765625,3340.199951171875,16618,0.0,0.0
2025-04-30 11:50:00+05:30,3340.39990234375,3345.0,3340.10009765625,3344.199951171875,9046,0.0,0.0
2025-04-30 11:55:00+05:30,3344.800048828125,3348.10009765625,3343.60009765625,3347.199951171875,7451,0.0,0.0
2025-04-30 12:00:00+05:30,3347.199951171875,3348.699951171875,3345.699951171875,3345.800048828125,4705,0.0,0.0
2025-04-30 12:05:00+05:30,3346.89990234375,3346.89990234375,3344.60009765625,3345.300048828125,3283,0.0,0.0
