Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-04-30 09:15:00+05:30,1911.9000244140625,1930.699951171875,1911.9000244140625,1929.5999755859375,0,0.0,0.0
2025-04-30 09:20:00+05:30,1929.300048828125,1929.300048828125,1918.0,1922.0,273057,0.0,0.0
2025-04-30 09:25:00+05:30,1922.0,1926.800048828125,1922.0,1925.699951171875,144699,0.0,0.0
2025-04-30 09:30:00+05:30,1925.699951171875,1927.300048828125,1923.0,1926.4000244140625,184518,0.0,0.0
2025-04-30 09:35:00+05:30,1926.4000244140625,1933.0,1924.199951171875,1931.5999755859375,264266,0.0,0.0
2025-04-30 09:40:00+05:30,1931.800048828125,1934.4000244140625,1930.300048828125,1931.9000244140625,123205,0.0,0.0
2025-04-30 09:45:00+05:30,1930.800048828125,1935.0,1930.699951171875,1933.5999755859375,142834,0.0,0.0
2025-04-30 09:50:00+05:30,1933.5999755859375,1935.0,1931.9000244140625,1934.0999755859375,192462,0.0,0.0
2025-04-30 09:55:00+05:30,1934.4000244140625,1936.9000244140625,1932.9000244140625,1933.5,216555,0.0,0.0
2025-04-30 10:00:00+05:30,1933.5999755859375,1934.800048828125,1929.4000244140625,1930.0,103482,0.0,0.0
2025-04-30 10:05:00+05:30,1929.9000244140625,1934.5999755859375,1929.9000244140625,1932.5999755859375,126372,0.0,0.0
2025-04-30 10:10:00+05:30,1932.5,1932.800048828125,1929.699951171875,1929.9000244140625,56932,0.0,0.0
2025-04-30 10:15:00+05:30,1929.800048828125,1932.5999755859375,1929.199951171875,1929.5999755859375,120811,0.0,0.0
2025-04-30 10:20:00+05:30,1929.699951171875,1930.9000244140625,1927.4000244140625,1928.800048828125,86198,0.0,0.0
2025-04-30 10:25:00+05:30,1928.800048828125,1929.300048828125,1923.4000244140625,1924.9000244140625,81593,0.0,0.0
2025-04-30 10:30:00+05:30,1925.0,1925.0,1922.4000244140625,1923.0999755859375,130671,0.0,0.0
2025-04-30 10:35:00+05:30,1923.0,1923.699951171875,1920.4000244140625,1922.0999755859375,143314,0.0,0.0
2025-04-30 10:40:00+05:30,1922.0999755859375,1925.0999755859375,1921.4000244140625,1925.0,139496,0.0,0.0
2025-04-30 10:45:00+05:30,1925.0,1925.9000244140625,1923.199951171875,1923.9000244140625,81899,0.0,0.0
2025-04-30 10:50:00+05:30,1923.9000244140625,1925.0999755859375,1923.9000244140625,1924.199951171875,40886,0.0,0.0
2025-04-30 10:55:00+05:30,1924.0,1925.9000244140625,1923.5999755859375,1924.199951171875,104464,0.0,0.0
2025-04-30 11:00:00+05:30,1923.699951171875,1926.0,1923.699951171875,1924.9000244140625,35672,0.0,0.0
2025-04-30 11:05:00+05:30,1924.9000244140625,1925.0999755859375,1921.9000244140625,1922.5,119617,0.0,0.0
2025-04-30 11:10:00+05:30,1922.300048828125,1924.5999755859375,1922.0999755859375,1924.0999755859375,164642,0.0,0.0
2025-04-30 11:15:00+05:30,1924.0999755859375,1926.0,1921.0,1922.9000244140625,323814,0.0,0.0
2025-04-30 11:20:00+05:30,1922.800048828125,1923.0,1921.0999755859375,1921.9000244140625,73221,0.0,0.0
2025-04-30 11:25:00+05:30,1921.800048828125,1924.0,1921.0,1922.0999755859375,127987,0.0,0.0
2025-04-30 11:30:00+05:30,1922.0,1922.9000244140625,1920.9000244140625,1921.4000244140625,58636,0.0,0.0
2025-04-30 11:35:00+05:30,1921.4000244140625,1923.0999755859375,1921.4000244140625,1922.0,50511,0.0,0.0
2025-04-30 11:40:00+05:30,1922.0999755859375,1924.699951171875,1921.9000244140625,1923.5,45509,0.0,0.0
2025-04-30 11:45:00+05:30,1923.5,1923.800048828125,1920.5999755859375,1922.0999755859375,61289,0.0,0.0
2025-04-30 11:50:00+05:30,1922.0999755859375,1922.4000244140625,1920.9000244140625,1922.300048828125,46174,0.0,0.0
2025-04-30 11:55:00+05:30,1922.300048828125,1923.9000244140625,1922.300048828125,1922.5,24537,0.0,0.0
2025-04-30 12:00:00+05:30,1922.5999755859375,1923.4000244140625,1922.5,1923.199951171875,30390,0.0,0.0
2025-04-30 12:05:00+05:30,1923.0,1923.199951171875,1922.0,1922.5999755859375,27033,0.0,0.0
2025-04-30 12:10:00+05:30,1922.5999755859375,1923.0,1921.9000244140625,1921.9000244140625,26154,0.0,0.0
2025-04-30 12:15:00+05:30,1921.9000244140625,1923.0,1921.5999755859375,1922.800048828125,46699,0.0,0.0
2025-04-30 12:20:00+05:30,1923.0,1925.0,1923.0,1924.9000244140625,42854,0.0,0.0
2025-04-30 12:25:00+05:30,1925.0,1928.0,1924.800048828125,1926.300048828125,131709,0.0,0.0
2025-04-30 12:30:00+05:30,1926.5999755859375,1928.199951171875,1926.0,1928.199951171875,47687,0.0,0.0
2025-04-30 12:35:00+05:30,1928.300048828125,1928.5,1926.9000244140625,1927.800048828125,94614,0.0,0.0
